시도명,시군구명,도로위계,도로명,종속구분,연장,폭
부산광역시,동구,길,초량중로17번길,주도로,89,2
부산광역시,동구,길,초량중로21번길,주도로,81,8
부산광역시,동구,길,초량중로32번길,주도로,108,2
부산광역시,동구,길,초량중로33번길,주도로,82,8
부산광역시,동구,길,초량중로34번길,주도로,118,6
부산광역시,동구,길,초량중로35번길,주도로,104,3
부산광역시,동구,길,초량중로41번길,주도로,83,3
부산광역시,동구,길,초량중로47번길,주도로,97,3
부산광역시,동구,길,초량중로68번길,주도로,98,3
부산광역시,동구,길,초량중로77번길,주도로,104,2
부산광역시,동구,길,초량중로80번길,주도로,90,3
부산광역시,동구,길,초량중로93번길,주도로,103,4
부산광역시,동구,대로,충장대로,주도로,3400,50
부산광역시,동구,길,충장대로289번길,주도로,391,8
부산광역시,동구,길,충장대로295번길,주도로,338,7
부산광역시,동구,길,충장대로297번길,주도로,354,7
부산광역시,동구,대로,충장로고가도로,주도로,1358.941,11.787
부산광역시,동구,대로,충장로고가도로,주도로,1397.351,11.095
부산광역시,동구,로,홍곡남로,주도로,554,14
부산광역시,동구,길,홍곡남로18번길,주도로,147,5
부산광역시,동구,길,홍곡남로53번길,주도로,130,2
부산광역시,동구,로,홍곡로,주도로,927,12
부산광역시,동구,길,홍곡로13번길,주도로,118,3
부산광역시,동구,길,홍곡로23번길,주도로,166,2
부산광역시,동구,길,홍곡로29번가길,주도로,70,2
부산광역시,동구,길,홍곡로29번길,주도로,159,3
부산광역시,동구,길,홍곡로29번나길,주도로,52,2
부산광역시,동구,길,홍곡로45번길,주도로,230,5
부산광역시,동구,길,홍곡로58번길,주도로,100,7
부산광역시,동구,길,홍곡로61번길,주도로,94,3
부산광역시,동구,길,홍곡로64번가길,주도로,99,2
부산광역시,동구,길,홍곡로64번길,주도로,162,2
부산광역시,동구,길,홍곡로69번길,주도로,73,2
부산광역시,동구,길,홍곡로91번길,주도로,132,4
부산광역시,동구,로,홍곡중로,주도로,448,12
부산광역시,동구,길,홍곡중로11번길,주도로,72,2
부산광역시,동구,길,홍곡중로19번길,주도로,132,2
부산광역시,동구,길,홍곡중로23번길,주도로,98,2
부산광역시,동구,길,홍곡중로38번길,주도로,115,2
부산광역시,동구,길,홍곡중로5번길,주도로,120,7
부산광역시,영도구,길,감지길,주도로,584,7
부산광역시,영도구,길,감지길87번길,주도로,121,4
부산광역시,영도구,길,감지길91번길,주도로,93,2
부산광역시,영도구,길,감지해변길,주도로,584,11
부산광역시,영도구,길,개나리길,주도로,118,3
부산광역시,영도구,길,개량1길,주도로,293,4
부산광역시,영도구,길,개량2길,주도로,233,2
부산광역시,영도구,길,광암길,주도로,235,9
부산광역시,영도구,길,광암길20번길,주도로,181,2
부산광역시,영도구,길,광암길7번길,주도로,113,2
부산광역시,영도구,길,근면1길,주도로,213,3
부산광역시,영도구,길,근면2길,주도로,208,3
부산광역시,영도구,길,근면길,주도로,487,10
부산광역시,영도구,길,금잔디길,주도로,141,6
부산광역시,영도구,길,까치길,주도로,337,3
부산광역시,영도구,길,꿈나무길,주도로,685,7
부산광역시,영도구,길,나눔길,주도로,282,3
부산광역시,영도구,길,나팔꽃길,주도로,153,2
부산광역시,영도구,길,남도여중길,주도로,132,4
부산광역시,영도구,로,남항남로,주도로,560,11
부산광역시,영도구,길,남항남로11번길,주도로,128,2
부산광역시,영도구,길,남항남로19번길,주도로,335,7
부산광역시,영도구,길,남항남로25번길,주도로,71,2
부산광역시,영도구,길,남항남로31번길,주도로,161,4
부산광역시,영도구,길,남항남로9번길,주도로,329,8
부산광역시,영도구,로,남항로,주도로,550,15
부산광역시,영도구,길,남항로10번길,주도로,167,8
부산광역시,영도구,길,남항로16번길,주도로,167,5
부산광역시,영도구,길,남항로19번길,주도로,317,6
부산광역시,영도구,길,남항로25번길,주도로,315,5
부산광역시,영도구,길,남항로31번길,주도로,315,7
부산광역시,영도구,길,남항로37번길,주도로,131,4
부산광역시,영도구,길,남항로41번길,주도로,314,5
부산광역시,영도구,길,남항로49번길,주도로,314,8
부산광역시,영도구,길,남항로9번길,주도로,316,8
부산광역시,영도구,길,남항새싹1길,주도로,111,3
부산광역시,영도구,길,남항새싹2길,주도로,112,3
부산광역시,영도구,길,남항새싹3길,주도로,112,3
부산광역시,영도구,길,남항새싹4길,주도로,114,6
부산광역시,영도구,길,남항새싹5길,주도로,112,3
부산광역시,영도구,길,남항새싹6길,주도로,111,3
부산광역시,영도구,길,남항새싹7길,주도로,94,3
부산광역시,영도구,길,남항새싹길,주도로,567,6
부산광역시,영도구,로,남항서로,주도로,1412,20
부산광역시,영도구,길,남항서로104번길,주도로,138,6
부산광역시,영도구,길,남항서로70번길,주도로,550,7
부산광역시,영도구,길,남항서로82번길,주도로,415,9
부산광역시,영도구,길,남항서로91번길,주도로,312,12
부산광역시,영도구,길,남항서로92번길,주도로,285,9
부산광역시,영도구,길,남항시장길,주도로,401,8
부산광역시,영도구,길,놀이터길,주도로,196,5
부산광역시,영도구,길,다복솔길,주도로,100,3
부산광역시,영도구,로,대교로,주도로,1600,35
부산광역시,영도구,길,대교로14번길,주도로,336,12
부산광역시,영도구,길,대교로2번길,주도로,320,20
부산광역시,영도구,길,대교로30번길,주도로,171,4
부산광역시,영도구,길,대교로32번길,주도로,157,2
부산광역시,영도구,길,대교로40번길,주도로,58.1,20
부산광역시,영도구,길,대교로46번길,주도로,280,6
부산광역시,영도구,길,대교로6번길,주도로,213,8
부산광역시,영도구,로,대평남로,주도로,704,8
부산광역시,영도구,길,대평남로23번길,주도로,108,2
부산광역시,영도구,길,대평남로31번길,주도로,136,7
부산광역시,영도구,길,대평남로51번길,주도로,258,7
부산광역시,영도구,로,대평로,주도로,633,15
부산광역시,영도구,길,대평로19번길,주도로,210,6
부산광역시,영도구,길,대평로20번길,주도로,157,6
부산광역시,영도구,길,대평로27번길,주도로,146,5
부산광역시,영도구,길,대평로28번길,주도로,131,6
부산광역시,영도구,길,대평로33번길,주도로,103,6
부산광역시,영도구,길,대평로34번길,주도로,119,6
부산광역시,영도구,길,대평로37번길,주도로,92,2
부산광역시,영도구,길,대평로41번길,주도로,79,6
부산광역시,영도구,길,대평로42번길,주도로,60,6
부산광역시,영도구,길,대평로43번길,주도로,71,2
부산광역시,영도구,길,대평로45번길,주도로,65,8
부산광역시,영도구,길,대평로46번길,주도로,124,8
부산광역시,영도구,길,대평로50번길,주도로,57,2
부산광역시,영도구,길,대평로53번길,주도로,56,6
부산광역시,영도구,길,대평로6번길,주도로,270,6
부산광역시,영도구,로,대평북로,주도로,506,9
부산광역시,영도구,길,도래샘길,주도로,99,1
부산광역시,영도구,길,동백꽃길,주도로,178,3
부산광역시,영도구,로,동삼남로,주도로,445,10
부산광역시,영도구,길,동삼남로31번길,주도로,196,6
부산광역시,영도구,로,동삼동로,주도로,364,10
부산광역시,영도구,길,동삼동로13번길,주도로,115,4
부산광역시,영도구,길,동삼동로14번길,주도로,134,5
부산광역시,영도구,로,동삼로,주도로,1319,14
부산광역시,영도구,길,동삼로106번길,주도로,430,8
부산광역시,영도구,길,동삼로108번길,주도로,295,7
부산광역시,영도구,길,동삼로28번길,주도로,220,15
부산광역시,영도구,길,동삼로29번길,주도로,108,5
부산광역시,영도구,길,동삼로42번길,주도로,165,3
부산광역시,영도구,길,동삼로43번길,주도로,132,3
부산광역시,영도구,길,동삼로50번길,주도로,241,7
부산광역시,영도구,길,동삼로59번길,주도로,275,5
부산광역시,영도구,길,동삼로68번길,주도로,243,5
부산광역시,영도구,길,동삼로74번길,주도로,144,8
부산광역시,영도구,길,동삼로77번길,주도로,153,4
부산광역시,영도구,길,동삼로81번길,주도로,151,3
부산광역시,영도구,길,동삼로93번길,주도로,227,3
부산광역시,영도구,로,동삼북로,주도로,554,10
부산광역시,영도구,로,동삼서로,주도로,653,8
부산광역시,영도구,길,동삼서로16번길,주도로,64,2
부산광역시,영도구,로,동삼오션로,주도로,948,15
부산광역시,영도구,길,맛자랑길,주도로,169,3
부산광역시,영도구,길,목련길,주도로,241,2
부산광역시,영도구,길,무궁화길,주도로,243,1
부산광역시,영도구,길,방울꽃길,주도로,141,3
부산광역시,영도구,길,배꽃길,주도로,168,1
부산광역시,영도구,길,번영1길,주도로,152,4
부산광역시,영도구,길,번영길,주도로,500,6
부산광역시,영도구,길,벚꽃길,주도로,1031,4
부산광역시,영도구,길,벚꽃길1번길,주도로,133,5
부산광역시,영도구,길,벚꽃길5번길,주도로,144,5
부산광역시,영도구,길,복지관길,주도로,118,2
부산광역시,영도구,길,본산남길,주도로,222,3
부산광역시,영도구,길,본산남길22번길,주도로,96,2
부산광역시,영도구,길,본산남길25번길,주도로,95,3
부산광역시,영도구,길,본산남길32번길,주도로,78,3
부산광역시,영도구,로,본산로,주도로,562,12
부산광역시,영도구,길,본산로15번길,주도로,182,4
부산광역시,영도구,길,본산로16번길,주도로,131,4
부산광역시,영도구,길,봉래길,주도로,981,8
부산광역시,영도구,길,봉래길147번길,주도로,246,9
부산광역시,영도구,로,봉래나루로,주도로,1484,15
부산광역시,영도구,길,봉래나루로152번길,주도로,106,12
부산광역시,영도구,길,봉래나루로166번길,주도로,226,4
부산광역시,영도구,길,봉래나루로234번길,주도로,117,4
부산광역시,영도구,길,봉래나루로240번길,주도로,126,2
부산광역시,영도구,길,봉래나루로246번길,주도로,125,7
부산광역시,영도구,길,봉래나루로62번길,주도로,69,2
부산광역시,영도구,길,봉래나루로66번길,주도로,70,2
부산광역시,영도구,길,봉래나루로68번길,주도로,71,2
부산광역시,영도구,길,봉래쉼터길,주도로,186,5
부산광역시,영도구,길,봉래언덕길,주도로,337,8
부산광역시,영도구,길,봉숭아길,주도로,254,1
부산광역시,영도구,길,봉학새싹길,주도로,279,1
부산광역시,영도구,길,비나리길,주도로,126,2
부산광역시,영도구,길,사택길,주도로,263,2
부산광역시,영도구,로,산업로,주도로,439,20
부산광역시,영도구,길,산유화길,주도로,121,2
부산광역시,영도구,길,산정길,주도로,536,5
부산광역시,영도구,길,산제당길,주도로,341,4
부산광역시,영도구,길,상록수길,주도로,217,5
부산광역시,영도구,로,상리로,주도로,792,15
부산광역시,영도구,길,상수도길,주도로,185,2
부산광역시,영도구,길,새롬길,주도로,204,2
부산광역시,영도구,길,새천년길,주도로,246,2
부산광역시,영도구,길,샛별길,주도로,107,2
부산광역시,영도구,길,선덤산길,주도로,261,4
부산광역시,영도구,길,세갈래길,주도로,178,3
부산광역시,영도구,길,솔안길,주도로,163,4
부산광역시,영도구,길,수정길,주도로,260,2
부산광역시,영도구,로,신선로,주도로,278.7,25
부산광역시,영도구,길,신선중뒷길,주도로,197,1
부산광역시,영도구,길,신선초롱길,주도로,113,2
부산광역시,영도구,길,아랫서발길,주도로,319,4
부산광역시,영도구,길,아랫서발길21번길,주도로,171,3
부산광역시,영도구,길,아랫서발길37번길,주도로,136,2
부산광역시,영도구,길,아리랑4길,주도로,114,2
부산광역시,영도구,길,아리랑길,주도로,376,5
부산광역시,영도구,길,에움길,주도로,206,2
부산광역시,영도구,길,영도새싹길,주도로,278,9
부산광역시,영도구,길,영마루1길,주도로,150,2
부산광역시,영도구,길,영마루2길,주도로,138,6
부산광역시,영도구,길,영마루3길,주도로,124,2
부산광역시,영도구,길,영마루길,주도로,261,4
부산광역시,영도구,길,영봉길,주도로,266,4
부산광역시,영도구,길,영상고뒷길,주도로,183,2
부산광역시,영도구,길,영상길,주도로,202,4
부산광역시,영도구,대로,영선대로,주도로,1115,60
부산광역시,영도구,길,영선대로28번길,주도로,122.6,14
부산광역시,영도구,길,영선대로33번길,주도로,96,1
부산광역시,영도구,길,영선대로37번길,주도로,181,4
부산광역시,영도구,길,영선대로67번길,주도로,135,8
부산광역시,영도구,길,영일길,주도로,144,6
부산광역시,영도구,길,오동꽃길,주도로,187,2
부산광역시,영도구,로,와치로,주도로,3362,10
부산광역시,영도구,길,와치로147번길,주도로,417,4
부산광역시,영도구,길,와치로155번길,주도로,295,2
부산광역시,영도구,길,와치로161번길,주도로,297,5
부산광역시,영도구,길,와치로167번길,주도로,334,5
부산광역시,영도구,길,와치로1번길,주도로,181,4
부산광역시,영도구,길,와치로27번길,주도로,132,6
부산광역시,영도구,길,와치로36번길,주도로,204,6
부산광역시,영도구,길,와치로37번길,주도로,162,4
부산광역시,영도구,길,와치로39번길,주도로,147,4
부산광역시,영도구,길,와치로3번길,주도로,205,1
부산광역시,영도구,길,와치로51번길,주도로,138,4
부산광역시,영도구,길,와치로53번길,주도로,216,2
부산광역시,영도구,길,외나무길,주도로,218,3
부산광역시,영도구,길,우정길,주도로,307,2
부산광역시,영도구,로,웃서발로,주도로,1050,12
부산광역시,영도구,길,웃서발로30번길,주도로,101,4
부산광역시,영도구,길,웃서발로31번길,주도로,223,5
부산광역시,영도구,길,웃서발로39번길,주도로,226,5
부산광역시,영도구,길,웃서발로4번길,주도로,375,4
부산광역시,영도구,길,웃서발로51번길,주도로,255,3
부산광역시,영도구,길,웃서발로67번길,주도로,135,8
부산광역시,영도구,길,웃서발로69번길,주도로,133,4
부산광역시,영도구,길,웃서발로83번길,주도로,190,4
부산광역시,영도구,길,웃서발로93번길,주도로,135,2
부산광역시,영도구,길,웃서발로94번길,주도로,143,6
부산광역시,영도구,길,웃서발로99번길,주도로,204,5
부산광역시,영도구,길,은빛길,주도로,136,3
부산광역시,영도구,로,일산봉로,주도로,1025,12
부산광역시,영도구,길,일산봉로100번길,주도로,192,5
부산광역시,영도구,길,일산봉로37번길,주도로,156,4
부산광역시,영도구,길,일산봉로39번길,주도로,129,5
부산광역시,영도구,길,일산봉로72번길,주도로,136,4
부산광역시,영도구,길,일산봉로78번길,주도로,216,4
부산광역시,영도구,길,일산봉로84번길,주도로,129,4
부산광역시,영도구,길,일산봉로88번길,주도로,113,2
부산광역시,영도구,길,작은시장1길,주도로,110,3
부산광역시,영도구,길,작은시장2길,주도로,113,3
부산광역시,영도구,길,장미계단길,주도로,285,3
부산광역시,영도구,길,장수3길,주도로,231,3
부산광역시,영도구,길,장수4길,주도로,326,4
부산광역시,영도구,길,장수5길,주도로,394,6
부산광역시,영도구,길,재능길,주도로,302,1
부산광역시,영도구,로,전망로,주도로,3811,10
부산광역시,영도구,로,절영로,주도로,5639,20
부산광역시,영도구,길,절영로101번길,주도로,273,8
부산광역시,영도구,길,절영로102번길,주도로,110,8
부산광역시,영도구,길,절영로13번길,주도로,411,8
부산광역시,영도구,길,절영로14번길,주도로,147,8
부산광역시,영도구,길,절영로19번길,주도로,339,4
부산광역시,영도구,길,절영로20번길,주도로,70,5
부산광역시,영도구,길,절영로29번길,주도로,338,6
부산광역시,영도구,길,절영로30번길,주도로,139,5
부산광역시,영도구,길,절영로35번길,주도로,410,8
부산광역시,영도구,길,절영로36번길,주도로,141,7
부산광역시,영도구,길,절영로42번길,주도로,142,7
부산광역시,영도구,길,절영로43번길,주도로,409,5
부산광역시,영도구,길,절영로490번길,주도로,313,8
부산광역시,영도구,길,절영로49번길,주도로,407,7
부산광역시,영도구,길,절영로50번길,주도로,144,8
부산광역시,영도구,길,절영로64번길,주도로,73,2
부산광역시,영도구,길,절영로66번길,주도로,91,3
부산광역시,영도구,길,절영로73번길,주도로,123,4
부산광역시,영도구,길,절영로77번길,주도로,113,3
부산광역시,영도구,길,절영로7번길,주도로,409,5
부산광역시,영도구,길,절영로85번길,주도로,62,1
부산광역시,영도구,길,절영로8번길,주도로,93,5
부산광역시,영도구,길,절영로93번길,주도로,268,5
부산광역시,영도구,길,절영로94번길,주도로,351,6
부산광역시,영도구,로,조내기로,주도로,765,8
부산광역시,영도구,길,조내기로14번길,주도로,370,3
부산광역시,영도구,길,조내기로5번길,주도로,200,10
부산광역시,영도구,로,중리남로,주도로,457,8
부산광역시,영도구,길,중리남로6번길,주도로,376,2
부산광역시,영도구,로,중리로,주도로,755,12
부산광역시,영도구,로,중리북로,주도로,607,10
부산광역시,영도구,길,중리북로21번길,주도로,261,10
부산광역시,영도구,길,중리북로22번길,주도로,276,2
부산광역시,영도구,길,중리북로29번길,주도로,142,2
부산광역시,영도구,길,중리북로39번길,주도로,199,3
부산광역시,영도구,길,중리북로41번길,주도로,165,2
부산광역시,영도구,길,중복1길,주도로,101,2
부산광역시,영도구,길,중복2길,주도로,94,1
부산광역시,영도구,길,중복3길,주도로,82,1
부산광역시,영도구,길,중복4길,주도로,83,3
부산광역시,영도구,길,중복길,주도로,1036,9
부산광역시,영도구,길,진달래길,주도로,151,2
부산광역시,영도구,길,찬새미길,주도로,198,1
부산광역시,영도구,길,참샘길,주도로,205,4
부산광역시,영도구,길,참우물길,주도로,231,4
부산광역시,영도구,길,청명길,주도로,123,2
부산광역시,영도구,로,청학남로,주도로,680,9
부산광역시,영도구,길,청학남로13번길,주도로,148,7
부산광역시,영도구,길,청학남로15번길,주도로,210,2
부산광역시,영도구,길,청학남로27번길,주도로,157,3
부산광역시,영도구,길,청학남로29번길,주도로,192,7
부산광역시,영도구,길,청학남로3번길,주도로,71,4
부산광역시,영도구,길,청학남로47번길,주도로,292,7
부산광역시,영도구,길,청학남로57번길,주도로,390,2
부산광역시,영도구,길,청학남로59번길,주도로,196,7
부산광역시,영도구,길,청학남로60번길,주도로,266,10
부산광역시,영도구,길,청학남로64번길,주도로,214,4
부산광역시,영도구,길,청학남로7번길,주도로,188,3
부산광역시,영도구,로,청학동로,주도로,803,8
부산광역시,영도구,길,청학동로19번길,주도로,190,2
부산광역시,영도구,길,청학동로27번길,주도로,145,2
부산광역시,영도구,길,청학동로30번길,주도로,165,2
부산광역시,영도구,길,청학동로42번길,주도로,114,8
부산광역시,영도구,길,청학동로51번길,주도로,172,5
부산광역시,영도구,길,청학동로55번길,주도로,73,5
부산광역시,영도구,길,청학동로59번길,주도로,72,3
부산광역시,영도구,길,청학동로60번길,주도로,250,4
부산광역시,영도구,길,청학동로61번길,주도로,136,5
부산광역시,영도구,로,청학로,주도로,918,10
부산광역시,영도구,길,청학로16번길,주도로,417,3
부산광역시,영도구,길,청학로21번길,주도로,262,6
부산광역시,영도구,길,청학로31번길,주도로,129,6
부산광역시,영도구,길,청학로35번길,주도로,135,2
부산광역시,영도구,길,청학로37번길,주도로,256,9
부산광역시,영도구,길,청학로41번길,주도로,125,2
부산광역시,영도구,길,청학로42번길,주도로,164,4
부산광역시,영도구,길,청학로43번길,주도로,159,5
부산광역시,영도구,길,청학로61번길,주도로,117,4
부산광역시,영도구,길,청학로69번길,주도로,194,6
부산광역시,영도구,길,청학로6번길,주도로,115,5
부산광역시,영도구,길,청학로70번길,주도로,136,2
부산광역시,영도구,길,청학로76번길,주도로,214,7
부산광역시,영도구,길,청학로7번길,주도로,99,3
부산광역시,영도구,길,청학로80번길,주도로,140,4
부산광역시,영도구,길,청학로8번길,주도로,103,3
부산광역시,영도구,로,청학북로,주도로,853,12
부산광역시,영도구,길,청학북로15번길,주도로,251,2
부산광역시,영도구,길,청학북로16번길,주도로,62,3
부산광역시,영도구,길,청학북로19번길,주도로,145,4
부산광역시,영도구,길,청학북로20번길,주도로,135,5
부산광역시,영도구,길,청학북로34번길,주도로,135,3
부산광역시,영도구,길,청학북로36번길,주도로,69,1
부산광역시,영도구,길,청학북로37번길,주도로,99,3
부산광역시,영도구,길,청학북로38번길,주도로,109,1
부산광역시,영도구,길,청학북로39번길,주도로,92,3
부산광역시,영도구,길,청학북로3번길,주도로,261,2
부산광역시,영도구,길,청학북로48번길,주도로,166,4
부산광역시,영도구,길,청학북로53번길,주도로,169,4
부산광역시,영도구,길,청학북서길,주도로,204,5
부산광역시,영도구,길,청학북서길12번길,주도로,69,2
부산광역시,영도구,길,청학북서길23번길,주도로,114,2
부산광역시,영도구,로,청학서로,주도로,933,10
부산광역시,영도구,길,청학서로16번길,주도로,313,3
부산광역시,영도구,길,청학서로18번길,주도로,195,4
부산광역시,영도구,길,청학서로32번길,주도로,225,2
부산광역시,영도구,길,청학서로39번길,주도로,126,4
부산광역시,영도구,길,청학서로45번길,주도로,205,4
부산광역시,영도구,길,청학서로60번길,주도로,276,6
부산광역시,영도구,길,청학서로65번길,주도로,110,2
부산광역시,영도구,길,청학서로73번길,주도로,104,2
부산광역시,영도구,길,청학서로74번길,주도로,78,3
부산광역시,영도구,길,초롱꽃길,주도로,127,2
부산광역시,영도구,로,태종로,주도로,11400,25
부산광역시,영도구,길,태종로100번길,주도로,109,4
부산광역시,영도구,길,태종로105번길,주도로,259,6
부산광역시,영도구,길,태종로113번길,주도로,259,8
부산광역시,영도구,길,태종로162번길,주도로,437,12
부산광역시,영도구,길,태종로165번길,주도로,57,3
부산광역시,영도구,길,태종로248번길,주도로,146,3
부산광역시,영도구,길,태종로292번길,주도로,434,6
부산광역시,영도구,길,태종로298번길,주도로,124,2
부산광역시,영도구,길,태종로300번길,주도로,115,2
부산광역시,영도구,길,태종로310번길,주도로,113,2
부산광역시,영도구,길,태종로316번길,주도로,119,3
부산광역시,영도구,길,태종로318번길,주도로,148,11
부산광역시,영도구,길,태종로322번길,주도로,119,2
부산광역시,영도구,길,태종로332번길,주도로,104,4
부산광역시,영도구,길,태종로344번길,주도로,203,2
부산광역시,영도구,길,태종로352번길,주도로,278,3
부산광역시,영도구,길,태종로358번길,주도로,145,3
부산광역시,영도구,길,태종로369번길,주도로,112,5
부산광역시,영도구,길,태종로372번길,주도로,266,5
부산광역시,영도구,길,태종로375번길,주도로,148,3
부산광역시,영도구,길,태종로376번길,주도로,59,3
부산광역시,영도구,길,태종로380번길,주도로,105,3
부산광역시,영도구,길,태종로381번길,주도로,177,2
부산광역시,영도구,길,태종로384번길,주도로,174,3
부산광역시,영도구,길,태종로390번길,주도로,242,11
부산광역시,영도구,길,태종로392번길,주도로,198,2
부산광역시,영도구,길,태종로394번길,주도로,269,5
부산광역시,영도구,길,태종로409번길,주도로,194,4
부산광역시,영도구,길,태종로422번길,주도로,288,3
부산광역시,영도구,길,태종로50번길,주도로,247,7
부산광역시,영도구,길,태종로514번길,주도로,77,3
부산광역시,영도구,길,태종로518번길,주도로,131,4
부산광역시,영도구,길,태종로522번길,주도로,77,3
부산광역시,영도구,길,태종로638번길,주도로,113,3
부산광역시,영도구,길,태종로642번길,주도로,127,4
부산광역시,영도구,길,태종로65번길,주도로,84,8
부산광역시,영도구,길,태종로668번길,주도로,162,4
부산광역시,영도구,길,태종로700번길,주도로,183,3
부산광역시,영도구,길,태종로702번길,주도로,384,3
부산광역시,영도구,길,태종로722번길,주도로,143,4
부산광역시,영도구,길,태종로73번길,주도로,263,8
부산광역시,영도구,길,태종로750번길,주도로,232,2
부산광역시,영도구,길,태종로752번길,주도로,258,3
부산광역시,영도구,길,태종로756번길,주도로,211,5
부산광역시,영도구,길,태종로763번길,주도로,124,7.861
부산광역시,영도구,길,태종로765번길,주도로,158,3
부산광역시,영도구,길,태종로773번길,주도로,144,2
부산광역시,영도구,길,태종로780번길,주도로,133,3
부산광역시,영도구,길,태종로793번길,주도로,188,10
부산광역시,영도구,길,태종로795번길,주도로,155,4
부산광역시,영도구,길,태종로802번길,주도로,394,7
부산광역시,영도구,길,태종로827번길,주도로,221,4
부산광역시,영도구,길,태종로833번길,주도로,279,3
부산광역시,영도구,길,태종로836번길,주도로,351,6
부산광역시,영도구,길,태종로83번길,주도로,256,6
부산광역시,영도구,길,태종로89번길,주도로,258,7
부산광역시,영도구,길,태종로95번길,주도로,258,6
부산광역시,영도구,길,태종로99번길,주도로,258,5
부산광역시,영도구,길,하나길,주도로,2263,8
부산광역시,영도구,길,하리길,주도로,324,3
부산광역시,영도구,길,하리동길,주도로,207,2
부산광역시,영도구,길,하리서길,주도로,336,3
부산광역시,영도구,길,하리해안길,주도로,182,5
부산광역시,영도구,길,한결길,주도로,459,5
부산광역시,영도구,길,한사랑길,주도로,136,5
부산광역시,영도구,길,함박꽃길,주도로,196,2
부산광역시,영도구,로,함지로,주도로,1320,12
부산광역시,영도구,길,함지로79번길,주도로,384,10
부산광역시,영도구,길,해님1길,주도로,104,4
부산광역시,영도구,길,해님2길,주도로,117,3
부산광역시,영도구,길,해돋이1길,주도로,216,4
부산광역시,영도구,길,해돋이2길,주도로,48,2
부산광역시,영도구,길,해돋이3길,주도로,362,2
부산광역시,영도구,길,해안산책길,주도로,295,5
부산광역시,영도구,로,해양로,주도로,4414,25
부산광역시,영도구,길,해양로111번길,주도로,182,4
부산광역시,영도구,길,해양로117번길,주도로,182,10
부산광역시,영도구,길,해양로123번길,주도로,181,6
부산광역시,영도구,길,해양로135번길,주도로,105,6
부산광역시,영도구,길,해양로147번길,주도로,165,15
부산광역시,영도구,길,해양로15번길,주도로,130,15
부산광역시,영도구,길,해양로176번길,주도로,132,5.907
부산광역시,영도구,길,해양로182번길,주도로,138,6.081
부산광역시,영도구,길,해양로188번길,주도로,93,5.998
부산광역시,영도구,길,해양로195번가길,주도로,167.897,6
부산광역시,영도구,길,해양로195번길,주도로,978,10
부산광역시,영도구,길,해양로195번나길,주도로,221.82,6.018
부산광역시,영도구,길,해양로23번길,주도로,154,10
부산광역시,영도구,길,해양로246번길,주도로,217,8
부산광역시,영도구,길,해양로247번길,주도로,213.015,6.339
부산광역시,영도구,길,해양로301번길,주도로,566,15
부산광역시,영도구,길,해양로57번길,주도로,179,8
부산광역시,영도구,길,해양로65번길,주도로,177,8
부산광역시,영도구,길,해양로73번길,주도로,275,2
부산광역시,영도구,길,해양로79번길,주도로,178,8
부산광역시,영도구,길,해양로87번길,주도로,134,6
부산광역시,영도구,로,해양힐링로,주도로,1873.397,15
부산광역시,영도구,길,해오름1길,주도로,86,1
부산광역시,영도구,길,해오름2길,주도로,85,4
부산광역시,영도구,길,해오름3길,주도로,95,2
부산광역시,영도구,길,향촌길,주도로,171,1
부산광역시,영도구,길,향토길,주도로,251,2
부산광역시,영도구,길,형제길,주도로,131,1
부산광역시,영도구,길,흰여울길,주도로,613,1
부산광역시,부산진구,로,가야공원로,주도로,1258,20
부산광역시,부산진구,길,가야공원로14번길,주도로,441,8
부산광역시,부산진구,길,가야공원로38번길,주도로,474,8
부산광역시,부산진구,길,가야공원로40번길,주도로,234,8
부산광역시,부산진구,길,가야공원로52번길,주도로,143,6
부산광역시,부산진구,길,가야공원로63번길,주도로,350,3
부산광역시,부산진구,대로,가야대로,주도로,8040,50
부산광역시,부산진구,길,가야대로405번길,주도로,76,2
부산광역시,부산진구,길,가야대로406번길,주도로,203,5
부산광역시,부산진구,길,가야대로408번길,주도로,228,8
부산광역시,부산진구,길,가야대로410번길,주도로,145,4
부산광역시,부산진구,길,가야대로424번길,주도로,475,8
부산광역시,부산진구,길,가야대로443번가길,주도로,375,4
부산광역시,부산진구,길,가야대로443번길,주도로,235,40
부산광역시,부산진구,길,가야대로443번나길,주도로,148,3
부산광역시,부산진구,길,가야대로454번길,주도로,534,7
부산광역시,부산진구,길,가야대로468번길,주도로,542,8
부산광역시,부산진구,길,가야대로475번길,주도로,113,3
부산광역시,부산진구,길,가야대로482번길,주도로,544,8
부산광역시,부산진구,길,가야대로492번길,주도로,111,1
부산광역시,부산진구,길,가야대로498번가길,주도로,143,2
부산광역시,부산진구,길,가야대로498번길,주도로,216,8
부산광역시,부산진구,길,가야대로507번가길,주도로,176,9
부산광역시,부산진구,길,가야대로507번길,주도로,1204,5
부산광역시,부산진구,길,가야대로510번길,주도로,559,8
부산광역시,부산진구,길,가야대로517번길,주도로,162,3
부산광역시,부산진구,길,가야대로521번길,주도로,173,1
부산광역시,부산진구,길,가야대로527번길,주도로,188,3
부산광역시,부산진구,길,가야대로543번가길,주도로,192,1
부산광역시,부산진구,길,가야대로543번길,주도로,220,1
부산광역시,부산진구,길,가야대로548번가길,주도로,125,3
부산광역시,부산진구,길,가야대로548번길,주도로,690,8
