시도명,시군구명,도로위계,도로명,종속구분,연장,폭,면적,데이터_출처
부산광역시,영도구,길,장수3길,주도로,231.0,3.0,693.0,부산
부산광역시,영도구,길,장수4길,주도로,326.0,4.0,1304.0,부산
부산광역시,영도구,길,장수5길,주도로,394.0,6.0,2364.0,부산
부산광역시,영도구,길,재능길,주도로,302.0,1.0,302.0,부산
부산광역시,영도구,로,전망로,주도로,3811.0,10.0,38110.0,부산
부산광역시,영도구,로,절영로,주도로,5639.0,20.0,112780.0,부산
부산광역시,영도구,길,절영로101번길,주도로,273.0,8.0,2184.0,부산
부산광역시,영도구,길,절영로102번길,주도로,110.0,8.0,880.0,부산
부산광역시,영도구,길,절영로13번길,주도로,411.0,8.0,3288.0,부산
부산광역시,영도구,길,절영로14번길,주도로,147.0,8.0,1176.0,부산
부산광역시,영도구,길,절영로19번길,주도로,339.0,4.0,1356.0,부산
부산광역시,영도구,길,절영로20번길,주도로,70.0,5.0,350.0,부산
부산광역시,영도구,길,절영로29번길,주도로,338.0,6.0,2028.0,부산
부산광역시,영도구,길,절영로30번길,주도로,139.0,5.0,695.0,부산
부산광역시,영도구,길,절영로35번길,주도로,410.0,8.0,3280.0,부산
부산광역시,영도구,길,절영로36번길,주도로,141.0,7.0,987.0,부산
부산광역시,영도구,길,절영로42번길,주도로,142.0,7.0,994.0,부산
부산광역시,영도구,길,절영로43번길,주도로,409.0,5.0,2045.0,부산
부산광역시,영도구,길,절영로490번길,주도로,313.0,8.0,2504.0,부산
부산광역시,영도구,길,절영로49번길,주도로,407.0,7.0,2849.0,부산
부산광역시,영도구,길,절영로50번길,주도로,144.0,8.0,1152.0,부산
부산광역시,영도구,길,절영로64번길,주도로,73.0,2.0,146.0,부산
부산광역시,영도구,길,절영로66번길,주도로,91.0,3.0,273.0,부산
부산광역시,영도구,길,절영로73번길,주도로,123.0,4.0,492.0,부산
부산광역시,영도구,길,절영로77번길,주도로,113.0,3.0,339.0,부산
부산광역시,영도구,길,절영로7번길,주도로,409.0,5.0,2045.0,부산
부산광역시,영도구,길,절영로85번길,주도로,62.0,1.0,62.0,부산
부산광역시,영도구,길,절영로8번길,주도로,93.0,5.0,465.0,부산
부산광역시,영도구,길,절영로93번길,주도로,268.0,5.0,1340.0,부산
부산광역시,영도구,길,절영로94번길,주도로,351.0,6.0,2106.0,부산
부산광역시,영도구,로,조내기로,주도로,765.0,8.0,6120.0,부산
부산광역시,영도구,길,조내기로14번길,주도로,370.0,3.0,1110.0,부산
부산광역시,영도구,길,조내기로5번길,주도로,200.0,10.0,2000.0,부산
부산광역시,영도구,로,중리남로,주도로,457.0,8.0,3656.0,부산
부산광역시,영도구,길,중리남로6번길,주도로,376.0,2.0,752.0,부산
부산광역시,영도구,로,중리로,주도로,755.0,12.0,9060.0,부산
부산광역시,영도구,로,중리북로,주도로,607.0,10.0,6070.0,부산
부산광역시,영도구,길,중리북로21번길,주도로,261.0,10.0,2610.0,부산
부산광역시,영도구,길,중리북로22번길,주도로,276.0,2.0,552.0,부산
부산광역시,영도구,길,중리북로29번길,주도로,142.0,2.0,284.0,부산
부산광역시,영도구,길,중리북로39번길,주도로,199.0,3.0,597.0,부산
부산광역시,영도구,길,중리북로41번길,주도로,165.0,2.0,330.0,부산
부산광역시,영도구,길,중복1길,주도로,101.0,2.0,202.0,부산
부산광역시,영도구,길,중복2길,주도로,94.0,1.0,94.0,부산
부산광역시,영도구,길,중복3길,주도로,82.0,1.0,82.0,부산
부산광역시,영도구,길,중복4길,주도로,83.0,3.0,249.0,부산
부산광역시,영도구,길,중복길,주도로,1036.0,9.0,9324.0,부산
부산광역시,영도구,길,진달래길,주도로,151.0,2.0,302.0,부산
부산광역시,영도구,길,찬새미길,주도로,198.0,1.0,198.0,부산
부산광역시,영도구,길,참샘길,주도로,205.0,4.0,820.0,부산
부산광역시,영도구,길,참우물길,주도로,231.0,4.0,924.0,부산
부산광역시,영도구,길,청명길,주도로,123.0,2.0,246.0,부산
부산광역시,영도구,로,청학남로,주도로,680.0,9.0,6120.0,부산
부산광역시,영도구,길,청학남로13번길,주도로,148.0,7.0,1036.0,부산
부산광역시,영도구,길,청학남로15번길,주도로,210.0,2.0,420.0,부산
부산광역시,영도구,길,청학남로27번길,주도로,157.0,3.0,471.0,부산
부산광역시,영도구,길,청학남로29번길,주도로,192.0,7.0,1344.0,부산
부산광역시,영도구,길,청학남로3번길,주도로,71.0,4.0,284.0,부산
부산광역시,영도구,길,청학남로47번길,주도로,292.0,7.0,2044.0,부산
부산광역시,영도구,길,청학남로57번길,주도로,390.0,2.0,780.0,부산
부산광역시,영도구,길,청학남로59번길,주도로,196.0,7.0,1372.0,부산
부산광역시,영도구,길,청학남로60번길,주도로,266.0,10.0,2660.0,부산
부산광역시,영도구,길,청학남로64번길,주도로,214.0,4.0,856.0,부산
부산광역시,영도구,길,청학남로7번길,주도로,188.0,3.0,564.0,부산
부산광역시,영도구,로,청학동로,주도로,803.0,8.0,6424.0,부산
부산광역시,영도구,길,청학동로19번길,주도로,190.0,2.0,380.0,부산
부산광역시,영도구,길,청학동로27번길,주도로,145.0,2.0,290.0,부산
부산광역시,영도구,길,청학동로30번길,주도로,165.0,2.0,330.0,부산
부산광역시,영도구,길,청학동로42번길,주도로,114.0,8.0,912.0,부산
부산광역시,영도구,길,청학동로51번길,주도로,172.0,5.0,860.0,부산
부산광역시,영도구,길,청학동로55번길,주도로,73.0,5.0,365.0,부산
부산광역시,영도구,길,청학동로59번길,주도로,72.0,3.0,216.0,부산
부산광역시,영도구,길,청학동로60번길,주도로,250.0,4.0,1000.0,부산
부산광역시,영도구,길,청학동로61번길,주도로,136.0,5.0,680.0,부산
부산광역시,영도구,로,청학로,주도로,918.0,10.0,9180.0,부산
부산광역시,영도구,길,청학로16번길,주도로,417.0,3.0,1251.0,부산
부산광역시,영도구,길,청학로21번길,주도로,262.0,6.0,1572.0,부산
부산광역시,영도구,길,청학로31번길,주도로,129.0,6.0,774.0,부산
부산광역시,영도구,길,청학로35번길,주도로,135.0,2.0,270.0,부산
부산광역시,영도구,길,청학로37번길,주도로,256.0,9.0,2304.0,부산
부산광역시,영도구,길,청학로41번길,주도로,125.0,2.0,250.0,부산
부산광역시,영도구,길,청학로42번길,주도로,164.0,4.0,656.0,부산
부산광역시,영도구,길,청학로43번길,주도로,159.0,5.0,795.0,부산
부산광역시,영도구,길,청학로61번길,주도로,117.0,4.0,468.0,부산
부산광역시,영도구,길,청학로69번길,주도로,194.0,6.0,1164.0,부산
부산광역시,영도구,길,청학로6번길,주도로,115.0,5.0,575.0,부산
부산광역시,영도구,길,청학로70번길,주도로,136.0,2.0,272.0,부산
부산광역시,영도구,길,청학로76번길,주도로,214.0,7.0,1498.0,부산
부산광역시,영도구,길,청학로7번길,주도로,99.0,3.0,297.0,부산
부산광역시,영도구,길,청학로80번길,주도로,140.0,4.0,560.0,부산
부산광역시,영도구,길,청학로8번길,주도로,103.0,3.0,309.0,부산
부산광역시,영도구,로,청학북로,주도로,853.0,12.0,10236.0,부산
부산광역시,영도구,길,청학북로15번길,주도로,251.0,2.0,502.0,부산
부산광역시,영도구,길,청학북로16번길,주도로,62.0,3.0,186.0,부산
부산광역시,영도구,길,청학북로19번길,주도로,145.0,4.0,580.0,부산
부산광역시,영도구,길,청학북로20번길,주도로,135.0,5.0,675.0,부산
부산광역시,영도구,길,청학북로34번길,주도로,135.0,3.0,405.0,부산
부산광역시,영도구,길,청학북로36번길,주도로,69.0,1.0,69.0,부산
부산광역시,영도구,길,청학북로37번길,주도로,99.0,3.0,297.0,부산
부산광역시,영도구,길,청학북로38번길,주도로,109.0,1.0,109.0,부산
부산광역시,영도구,길,청학북로39번길,주도로,92.0,3.0,276.0,부산
부산광역시,영도구,길,청학북로3번길,주도로,261.0,2.0,522.0,부산
부산광역시,영도구,길,청학북로48번길,주도로,166.0,4.0,664.0,부산
부산광역시,영도구,길,청학북로53번길,주도로,169.0,4.0,676.0,부산
부산광역시,영도구,길,청학북서길,주도로,204.0,5.0,1020.0,부산
부산광역시,영도구,길,청학북서길12번길,주도로,69.0,2.0,138.0,부산
부산광역시,영도구,길,청학북서길23번길,주도로,114.0,2.0,228.0,부산
부산광역시,영도구,로,청학서로,주도로,933.0,10.0,9330.0,부산
부산광역시,영도구,길,청학서로16번길,주도로,313.0,3.0,939.0,부산
부산광역시,영도구,길,청학서로18번길,주도로,195.0,4.0,780.0,부산
부산광역시,영도구,길,청학서로32번길,주도로,225.0,2.0,450.0,부산
부산광역시,영도구,길,청학서로39번길,주도로,126.0,4.0,504.0,부산
부산광역시,영도구,길,청학서로45번길,주도로,205.0,4.0,820.0,부산
부산광역시,영도구,길,청학서로60번길,주도로,276.0,6.0,1656.0,부산
부산광역시,영도구,길,청학서로65번길,주도로,110.0,2.0,220.0,부산
부산광역시,영도구,길,청학서로73번길,주도로,104.0,2.0,208.0,부산
부산광역시,영도구,길,청학서로74번길,주도로,78.0,3.0,234.0,부산
부산광역시,영도구,길,초롱꽃길,주도로,127.0,2.0,254.0,부산
부산광역시,영도구,로,태종로,주도로,11400.0,25.0,285000.0,부산
부산광역시,영도구,길,태종로100번길,주도로,109.0,4.0,436.0,부산
부산광역시,영도구,길,태종로105번길,주도로,259.0,6.0,1554.0,부산
부산광역시,영도구,길,태종로113번길,주도로,259.0,8.0,2072.0,부산
부산광역시,영도구,길,태종로162번길,주도로,437.0,12.0,5244.0,부산
부산광역시,영도구,길,태종로165번길,주도로,57.0,3.0,171.0,부산
부산광역시,영도구,길,태종로248번길,주도로,146.0,3.0,438.0,부산
부산광역시,영도구,길,태종로292번길,주도로,434.0,6.0,2604.0,부산
부산광역시,영도구,길,태종로298번길,주도로,124.0,2.0,248.0,부산
부산광역시,영도구,길,태종로300번길,주도로,115.0,2.0,230.0,부산
부산광역시,영도구,길,태종로310번길,주도로,113.0,2.0,226.0,부산
부산광역시,영도구,길,태종로316번길,주도로,119.0,3.0,357.0,부산
부산광역시,영도구,길,태종로318번길,주도로,148.0,11.0,1628.0,부산
부산광역시,영도구,길,태종로322번길,주도로,119.0,2.0,238.0,부산
부산광역시,영도구,길,태종로332번길,주도로,104.0,4.0,416.0,부산
부산광역시,영도구,길,태종로344번길,주도로,203.0,2.0,406.0,부산
부산광역시,영도구,길,태종로352번길,주도로,278.0,3.0,834.0,부산
부산광역시,영도구,길,태종로358번길,주도로,145.0,3.0,435.0,부산
부산광역시,영도구,길,태종로369번길,주도로,112.0,5.0,560.0,부산
부산광역시,영도구,길,태종로372번길,주도로,266.0,5.0,1330.0,부산
부산광역시,영도구,길,태종로375번길,주도로,148.0,3.0,444.0,부산
부산광역시,영도구,길,태종로376번길,주도로,59.0,3.0,177.0,부산
부산광역시,영도구,길,태종로380번길,주도로,105.0,3.0,315.0,부산
부산광역시,영도구,길,태종로381번길,주도로,177.0,2.0,354.0,부산
부산광역시,영도구,길,태종로384번길,주도로,174.0,3.0,522.0,부산
부산광역시,영도구,길,태종로390번길,주도로,242.0,11.0,2662.0,부산
부산광역시,영도구,길,태종로392번길,주도로,198.0,2.0,396.0,부산
부산광역시,영도구,길,태종로394번길,주도로,269.0,5.0,1345.0,부산
부산광역시,영도구,길,태종로409번길,주도로,194.0,4.0,776.0,부산
부산광역시,영도구,길,태종로422번길,주도로,288.0,3.0,864.0,부산
부산광역시,영도구,길,태종로50번길,주도로,247.0,7.0,1729.0,부산
부산광역시,영도구,길,태종로514번길,주도로,77.0,3.0,231.0,부산
부산광역시,영도구,길,태종로518번길,주도로,131.0,4.0,524.0,부산
부산광역시,영도구,길,태종로522번길,주도로,77.0,3.0,231.0,부산
부산광역시,영도구,길,태종로638번길,주도로,113.0,3.0,339.0,부산
부산광역시,영도구,길,태종로642번길,주도로,127.0,4.0,508.0,부산
부산광역시,영도구,길,태종로65번길,주도로,84.0,8.0,672.0,부산
부산광역시,영도구,길,태종로668번길,주도로,162.0,4.0,648.0,부산
부산광역시,영도구,길,태종로700번길,주도로,183.0,3.0,549.0,부산
부산광역시,영도구,길,태종로702번길,주도로,384.0,3.0,1152.0,부산
부산광역시,영도구,길,태종로722번길,주도로,143.0,4.0,572.0,부산
부산광역시,영도구,길,태종로73번길,주도로,263.0,8.0,2104.0,부산
부산광역시,영도구,길,태종로750번길,주도로,232.0,2.0,464.0,부산
부산광역시,영도구,길,태종로752번길,주도로,258.0,3.0,774.0,부산
부산광역시,영도구,길,태종로756번길,주도로,211.0,5.0,1055.0,부산
부산광역시,영도구,길,태종로763번길,주도로,124.0,7.861,974.764,부산
부산광역시,영도구,길,태종로765번길,주도로,158.0,3.0,474.0,부산
부산광역시,영도구,길,태종로773번길,주도로,144.0,2.0,288.0,부산
부산광역시,영도구,길,태종로780번길,주도로,133.0,3.0,399.0,부산
부산광역시,영도구,길,태종로793번길,주도로,188.0,10.0,1880.0,부산
부산광역시,영도구,길,태종로795번길,주도로,155.0,4.0,620.0,부산
부산광역시,영도구,길,태종로802번길,주도로,394.0,7.0,2758.0,부산
부산광역시,영도구,길,태종로827번길,주도로,221.0,4.0,884.0,부산
부산광역시,영도구,길,태종로833번길,주도로,279.0,3.0,837.0,부산
부산광역시,영도구,길,태종로836번길,주도로,351.0,6.0,2106.0,부산
부산광역시,영도구,길,태종로83번길,주도로,256.0,6.0,1536.0,부산
부산광역시,영도구,길,태종로89번길,주도로,258.0,7.0,1806.0,부산
부산광역시,영도구,길,태종로95번길,주도로,258.0,6.0,1548.0,부산
부산광역시,영도구,길,태종로99번길,주도로,258.0,5.0,1290.0,부산
부산광역시,영도구,길,하나길,주도로,2263.0,8.0,18104.0,부산
부산광역시,영도구,길,하리길,주도로,324.0,3.0,972.0,부산
부산광역시,영도구,길,하리동길,주도로,207.0,2.0,414.0,부산
부산광역시,영도구,길,하리서길,주도로,336.0,3.0,1008.0,부산
부산광역시,영도구,길,하리해안길,주도로,182.0,5.0,910.0,부산
부산광역시,영도구,길,한결길,주도로,459.0,5.0,2295.0,부산
부산광역시,영도구,길,한사랑길,주도로,136.0,5.0,680.0,부산
부산광역시,영도구,길,함박꽃길,주도로,196.0,2.0,392.0,부산
부산광역시,영도구,로,함지로,주도로,1320.0,12.0,15840.0,부산
부산광역시,영도구,길,함지로79번길,주도로,384.0,10.0,3840.0,부산
부산광역시,영도구,길,해님1길,주도로,104.0,4.0,416.0,부산
부산광역시,영도구,길,해님2길,주도로,117.0,3.0,351.0,부산
부산광역시,영도구,길,해돋이1길,주도로,216.0,4.0,864.0,부산
부산광역시,영도구,길,해돋이2길,주도로,48.0,2.0,96.0,부산
부산광역시,영도구,길,해돋이3길,주도로,362.0,2.0,724.0,부산
부산광역시,영도구,길,해안산책길,주도로,295.0,5.0,1475.0,부산
부산광역시,영도구,로,해양로,주도로,4414.0,25.0,110350.0,부산
부산광역시,영도구,길,해양로111번길,주도로,182.0,4.0,728.0,부산
부산광역시,영도구,길,해양로117번길,주도로,182.0,10.0,1820.0,부산
부산광역시,영도구,길,해양로123번길,주도로,181.0,6.0,1086.0,부산
부산광역시,영도구,길,해양로135번길,주도로,105.0,6.0,630.0,부산
부산광역시,영도구,길,해양로147번길,주도로,165.0,15.0,2475.0,부산
부산광역시,영도구,길,해양로15번길,주도로,130.0,15.0,1950.0,부산
부산광역시,영도구,길,해양로176번길,주도로,132.0,5.907,779.724,부산
부산광역시,영도구,길,해양로182번길,주도로,138.0,6.081,839.1780000000001,부산
부산광역시,영도구,길,해양로188번길,주도로,93.0,5.998,557.814,부산
부산광역시,영도구,길,해양로195번가길,주도로,167.897,6.0,1007.382,부산
부산광역시,영도구,길,해양로195번길,주도로,978.0,10.0,9780.0,부산
부산광역시,영도구,길,해양로195번나길,주도로,221.82,6.018,1334.91276,부산
부산광역시,영도구,길,해양로23번길,주도로,154.0,10.0,1540.0,부산
부산광역시,영도구,길,해양로246번길,주도로,217.0,8.0,1736.0,부산
부산광역시,영도구,길,해양로247번길,주도로,213.015,6.339,1350.302085,부산
부산광역시,영도구,길,해양로301번길,주도로,566.0,15.0,8490.0,부산
부산광역시,영도구,길,해양로57번길,주도로,179.0,8.0,1432.0,부산
부산광역시,영도구,길,해양로65번길,주도로,177.0,8.0,1416.0,부산
부산광역시,영도구,길,해양로73번길,주도로,275.0,2.0,550.0,부산
부산광역시,영도구,길,해양로79번길,주도로,178.0,8.0,1424.0,부산
부산광역시,영도구,길,해양로87번길,주도로,134.0,6.0,804.0,부산
부산광역시,영도구,로,해양힐링로,주도로,1873.397,15.0,28100.954999999998,부산
부산광역시,영도구,길,해오름1길,주도로,86.0,1.0,86.0,부산
부산광역시,영도구,길,해오름2길,주도로,85.0,4.0,340.0,부산
부산광역시,영도구,길,해오름3길,주도로,95.0,2.0,190.0,부산
부산광역시,영도구,길,향촌길,주도로,171.0,1.0,171.0,부산
부산광역시,영도구,길,향토길,주도로,251.0,2.0,502.0,부산
부산광역시,영도구,길,형제길,주도로,131.0,1.0,131.0,부산
부산광역시,영도구,길,흰여울길,주도로,613.0,1.0,613.0,부산
부산광역시,부산진구,로,가야공원로,주도로,1258.0,20.0,25160.0,부산
부산광역시,부산진구,길,가야공원로14번길,주도로,441.0,8.0,3528.0,부산
부산광역시,부산진구,길,가야공원로38번길,주도로,474.0,8.0,3792.0,부산
부산광역시,부산진구,길,가야공원로40번길,주도로,234.0,8.0,1872.0,부산
부산광역시,부산진구,길,가야공원로52번길,주도로,143.0,6.0,858.0,부산
부산광역시,부산진구,길,가야공원로63번길,주도로,350.0,3.0,1050.0,부산
부산광역시,부산진구,대로,가야대로,주도로,8040.0,50.0,402000.0,부산
부산광역시,부산진구,길,가야대로405번길,주도로,76.0,2.0,152.0,부산
부산광역시,부산진구,길,가야대로406번길,주도로,203.0,5.0,1015.0,부산
부산광역시,부산진구,길,가야대로408번길,주도로,228.0,8.0,1824.0,부산
부산광역시,부산진구,길,가야대로410번길,주도로,145.0,4.0,580.0,부산
부산광역시,부산진구,길,가야대로424번길,주도로,475.0,8.0,3800.0,부산
부산광역시,부산진구,길,가야대로443번가길,주도로,375.0,4.0,1500.0,부산
부산광역시,부산진구,길,가야대로443번길,주도로,235.0,40.0,9400.0,부산
부산광역시,부산진구,길,가야대로443번나길,주도로,148.0,3.0,444.0,부산
부산광역시,부산진구,길,가야대로454번길,주도로,534.0,7.0,3738.0,부산
부산광역시,부산진구,길,가야대로468번길,주도로,542.0,8.0,4336.0,부산
부산광역시,부산진구,길,가야대로475번길,주도로,113.0,3.0,339.0,부산
부산광역시,부산진구,길,가야대로482번길,주도로,544.0,8.0,4352.0,부산
부산광역시,부산진구,길,가야대로492번길,주도로,111.0,1.0,111.0,부산
부산광역시,부산진구,길,가야대로498번가길,주도로,143.0,2.0,286.0,부산
부산광역시,부산진구,길,가야대로498번길,주도로,216.0,8.0,1728.0,부산
부산광역시,부산진구,길,가야대로507번가길,주도로,176.0,9.0,1584.0,부산
부산광역시,부산진구,길,가야대로507번길,주도로,1204.0,5.0,6020.0,부산
부산광역시,부산진구,길,가야대로510번길,주도로,559.0,8.0,4472.0,부산
부산광역시,부산진구,길,가야대로517번길,주도로,162.0,3.0,486.0,부산
부산광역시,부산진구,길,가야대로521번길,주도로,173.0,1.0,173.0,부산
부산광역시,부산진구,길,가야대로527번길,주도로,188.0,3.0,564.0,부산
부산광역시,부산진구,길,가야대로543번가길,주도로,192.0,1.0,192.0,부산
부산광역시,부산진구,길,가야대로543번길,주도로,220.0,1.0,220.0,부산
부산광역시,부산진구,길,가야대로548번가길,주도로,125.0,3.0,375.0,부산
부산광역시,부산진구,길,가야대로548번길,주도로,690.0,8.0,5520.0,부산
부산광역시,부산진구,길,가야대로549번길,주도로,564.893,25.65,14489.50545,부산
부산광역시,부산진구,길,가야대로552번길,주도로,733.981,6.0,4403.886,부산
부산광역시,부산진구,길,가야대로556번길,주도로,175.0,5.0,875.0,부산
부산광역시,부산진구,길,가야대로557번길,주도로,176.0,8.0,1408.0,부산
부산광역시,부산진구,길,가야대로563번길,주도로,177.0,10.0,1770.0,부산
부산광역시,부산진구,길,가야대로568번길,주도로,210.0,2.0,420.0,부산
부산광역시,부산진구,길,가야대로572번가길,주도로,205.0,8.0,1640.0,부산
부산광역시,부산진구,길,가야대로572번길,주도로,542.0,8.0,4336.0,부산
부산광역시,부산진구,길,가야대로587번길,주도로,172.0,8.0,1376.0,부산
부산광역시,부산진구,길,가야대로588번길,주도로,186.0,8.0,1488.0,부산
부산광역시,부산진구,길,가야대로589번길,주도로,315.0,4.0,1260.0,부산
부산광역시,부산진구,길,가야대로614번길,주도로,420.0,4.0,1680.0,부산
부산광역시,부산진구,길,가야대로664번길,주도로,196.0,2.0,392.0,부산
부산광역시,부산진구,길,가야대로668번가길,주도로,142.0,8.0,1136.0,부산
부산광역시,부산진구,길,가야대로668번길,주도로,251.0,10.0,2510.0,부산
부산광역시,부산진구,길,가야대로673번길,주도로,338.0,2.0,676.0,부산
부산광역시,부산진구,길,가야대로679번길,주도로,844.0,8.0,6752.0,부산
부산광역시,부산진구,길,가야대로681번길,주도로,324.0,2.0,648.0,부산
부산광역시,부산진구,길,가야대로691번길,주도로,469.0,5.0,2345.0,부산
부산광역시,부산진구,길,가야대로698번길,주도로,139.0,4.0,556.0,부산
부산광역시,부산진구,길,가야대로703번가길,주도로,187.0,3.0,561.0,부산
부산광역시,부산진구,길,가야대로703번길,주도로,234.0,10.0,2340.0,부산
부산광역시,부산진구,길,가야대로703번나길,주도로,184.0,8.0,1472.0,부산
부산광역시,부산진구,길,가야대로703번다길,주도로,128.0,7.0,896.0,부산
부산광역시,부산진구,길,가야대로703번라길,주도로,126.0,3.0,378.0,부산
부산광역시,부산진구,길,가야대로703번마길,주도로,333.0,2.0,666.0,부산
부산광역시,부산진구,길,가야대로727번길,주도로,204.0,2.0,408.0,부산
부산광역시,부산진구,길,가야대로739번길,주도로,244.0,2.0,488.0,부산
부산광역시,부산진구,길,가야대로746번길,주도로,157.0,1.0,157.0,부산
부산광역시,부산진구,길,가야대로747번가길,주도로,107.0,3.0,321.0,부산
부산광역시,부산진구,길,가야대로747번길,주도로,384.0,5.0,1920.0,부산
부산광역시,부산진구,길,가야대로747번나길,주도로,186.0,2.0,372.0,부산
부산광역시,부산진구,길,가야대로747번다길,주도로,103.0,2.0,206.0,부산
부산광역시,부산진구,길,가야대로750번길,주도로,479.0,4.0,1916.0,부산
부산광역시,부산진구,길,가야대로755번길,주도로,345.0,5.0,1725.0,부산
부산광역시,부산진구,길,가야대로756번길,주도로,163.0,6.0,978.0,부산
부산광역시,부산진구,길,가야대로765번길,주도로,168.0,5.0,840.0,부산
부산광역시,부산진구,길,가야대로784번길,주도로,322.0,6.0,1932.0,부산
부산광역시,부산진구,로,개금본동로,주도로,949.0,8.0,7592.0,부산
부산광역시,부산진구,길,개금본동로17번길,주도로,392.0,8.0,3136.0,부산
부산광역시,부산진구,길,개금본동로22번길,주도로,150.0,5.0,750.0,부산
부산광역시,부산진구,길,개금본동로23번길,주도로,399.0,8.0,3192.0,부산
부산광역시,부산진구,길,개금본동로4번길,주도로,322.0,5.0,1610.0,부산
부산광역시,부산진구,길,개금본동로66번길,주도로,268.0,7.0,1876.0,부산
부산광역시,부산진구,길,개금본동로9번길,주도로,394.0,8.0,3152.0,부산
부산광역시,부산진구,로,개금온정로,주도로,356.0,20.0,7120.0,부산
부산광역시,부산진구,길,개금온정로13번길,주도로,240.0,8.0,1920.0,부산
부산광역시,부산진구,길,개금온정로17번길,주도로,381.0,8.0,3048.0,부산
부산광역시,부산진구,길,개금온정로18번길,주도로,131.0,2.0,262.0,부산
부산광역시,부산진구,길,개금온정로26번가길,주도로,320.0,2.0,640.0,부산
부산광역시,부산진구,길,개금온정로26번길,주도로,570.0,8.0,4560.0,부산
부산광역시,부산진구,길,개금온정로28번길,주도로,94.0,8.0,752.0,부산
부산광역시,부산진구,길,개금온정로34번길,주도로,195.0,8.0,1560.0,부산
부산광역시,부산진구,대로,거제대로,주도로,3070.0,50.0,153500.0,부산
부산광역시,부산진구,길,거제대로22번길,주도로,130.0,8.0,1040.0,부산
부산광역시,부산진구,길,거제대로23번길,주도로,136.0,1.0,136.0,부산
부산광역시,부산진구,길,거제대로36번가길,주도로,211.0,8.0,1688.0,부산
부산광역시,부산진구,길,거제대로36번길,주도로,154.0,10.0,1540.0,부산
부산광역시,부산진구,길,거제대로48번길,주도로,111.0,8.0,888.0,부산
부산광역시,부산진구,길,거제대로60번길,주도로,260.0,8.0,2080.0,부산
부산광역시,부산진구,길,거제대로72번길,주도로,180.0,8.0,1440.0,부산
부산광역시,부산진구,길,거제대로74번길,주도로,660.0,10.0,6600.0,부산
부산광역시,부산진구,로,거제천로,주도로,3370.0,12.0,40440.0,부산
부산광역시,부산진구,길,거제천로18번길,주도로,157.0,8.0,1256.0,부산
부산광역시,부산진구,길,거제천로40번길,주도로,160.0,7.0,1120.0,부산
부산광역시,부산진구,길,거제천로44번길,주도로,133.0,8.0,1064.0,부산
부산광역시,부산진구,길,거제천로9번길,주도로,121.0,8.0,968.0,부산
부산광역시,부산진구,로,경마장로,주도로,256.0,6.0,1536.0,부산
부산광역시,부산진구,길,경마장로11번길,주도로,277.0,5.0,1385.0,부산
부산광역시,부산진구,길,경마장로19번길,주도로,152.0,4.0,608.0,부산
부산광역시,부산진구,길,경마장로5번길,주도로,373.0,1.0,373.0,부산
부산광역시,부산진구,길,경마장로9번길,주도로,109.0,2.0,218.0,부산
부산광역시,부산진구,길,골드테마길,주도로,339.0,8.0,2712.0,부산
부산광역시,부산진구,로,국악로,주도로,634.0,17.0,10778.0,부산
부산광역시,부산진구,길,국악로28번길,주도로,126.0,3.0,378.0,부산
부산광역시,부산진구,길,국악로37번길,주도로,136.0,3.0,408.0,부산
부산광역시,부산진구,길,국악로38번길,주도로,362.0,2.0,724.0,부산
부산광역시,부산진구,길,국악로55번길,주도로,285.0,2.0,570.0,부산
부산광역시,부산진구,길,국악로59번길,주도로,239.0,1.0,239.0,부산
부산광역시,부산진구,로,냉정로,주도로,2990.0,20.0,59800.0,부산
부산광역시,부산진구,길,냉정로160번길,주도로,151.0,5.0,755.0,부산
부산광역시,부산진구,길,냉정로161번길,주도로,149.0,6.0,894.0,부산
부산광역시,부산진구,길,냉정로178번길,주도로,175.0,8.0,1400.0,부산
부산광역시,부산진구,길,냉정로180번길,주도로,196.0,4.0,784.0,부산
부산광역시,부산진구,길,냉정로231번길,주도로,111.0,2.0,222.0,부산
부산광역시,부산진구,길,냉정로232번길,주도로,210.0,3.0,630.0,부산
부산광역시,부산진구,길,냉정로233번길,주도로,164.0,4.0,656.0,부산
부산광역시,부산진구,길,냉정로252번가길,주도로,114.0,4.0,456.0,부산
부산광역시,부산진구,길,냉정로252번길,주도로,315.0,5.0,1575.0,부산
부산광역시,부산진구,길,냉정로253번길,주도로,170.0,6.0,1020.0,부산
부산광역시,부산진구,로,당감로,주도로,1321.0,15.0,19815.0,부산
부산광역시,부산진구,길,당감로106번가길,주도로,176.0,3.0,528.0,부산
부산광역시,부산진구,길,당감로106번길,주도로,385.0,3.0,1155.0,부산
부산광역시,부산진구,길,당감로106번나길,주도로,175.0,3.0,525.0,부산
부산광역시,부산진구,길,당감로106번다길,주도로,159.0,3.0,477.0,부산
부산광역시,부산진구,길,당감로106번라길,주도로,158.0,3.0,474.0,부산
부산광역시,부산진구,길,당감로109번길,주도로,272.0,4.0,1088.0,부산
부산광역시,부산진구,길,당감로10번길,주도로,266.0,2.0,532.0,부산
부산광역시,부산진구,길,당감로16번길,주도로,249.0,5.0,1245.0,부산
부산광역시,부산진구,길,당감로17번길,주도로,528.0,10.0,5280.0,부산
부산광역시,부산진구,길,당감로25번길,주도로,234.0,3.0,702.0,부산
